Algorithm, method_start, restart, dimension, step, a, s1, s2, fes, fx
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00000, 0.00391, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00000, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00000, 0.06250, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00000, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00000, 0.31641, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00000, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00000, 1.00000, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 0.00000, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 0.00000, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 0.00391, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 0.00391, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 0.06250, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 0.31641, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.00391, 1.00000, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 0.00000, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 0.00000, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 0.00391, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 0.00391, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 0.06250, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 0.31641, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.06250, 1.00000, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 0.00000, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 0.00000, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 0.00391, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 0.00391, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 0.06250, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 0.31641, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 0.31641, 1.00000, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 0.00000, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 0.00000, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 0.00391, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 0.00391, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 0.06250, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 0.31641, 591, 0.000045
NM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, oriented, 5, default, 1.00300, 1.00000, 1.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 0.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 0.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 0.00391, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 0.00391, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 0.06250, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 0.06250, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 0.31641, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 0.31641, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 1.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00000, 1.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 0.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 0.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 0.00391, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 0.00391, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 0.06250, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 0.06250, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 0.31641, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 0.31641, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 1.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.00391, 1.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 0.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 0.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 0.00391, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 0.00391, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 0.06250, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 0.06250, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 0.31641, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 0.31641, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 1.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.06250, 1.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 0.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 0.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 0.00391, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 0.00391, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 0.06250, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 0.06250, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 0.31641, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 0.31641, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 1.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 0.31641, 1.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 0.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 0.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 0.00391, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 0.00391, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 0.06250, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 0.06250, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 0.31641, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 0.31641, 190, 0.000046
NM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 1.00000, 444, 0.000046
ANM, minimalPosBasis, None, 5, default, -0.00300, 1.00000, 1.00000, 190, 0.000046
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 0.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 0.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 0.00391, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 0.00391, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 0.06250, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 0.31641, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00000, 1.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 0.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 0.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 0.00391, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 0.00391, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 0.06250, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 0.31641, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.00391, 1.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 0.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 0.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 0.00391, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 0.00391, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 0.06250, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 0.31641, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.06250, 1.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 0.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 0.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 0.00391, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 0.00391, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 0.06250, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 0.31641, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 0.31641, 1.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 0.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 0.00000, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 0.00391, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 0.00391, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 0.06250, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 0.06250, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 0.31641, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 0.31641, 591, 0.000045
NM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 1.00000, 1219, 0.000045
ANM, minimalPosBasis, None, 5, default, 1.00300, 1.00000, 1.00000, 591, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 0.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 0.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 0.00391, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 0.00391, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 0.06250, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 0.06250, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 0.31641, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 0.31641, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 1.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00000, 1.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 0.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 0.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 0.00391, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 0.00391, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 0.06250, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 0.06250, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 0.31641, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 0.31641, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 1.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.00391, 1.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 0.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 0.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 0.00391, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 0.00391, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 0.06250, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 0.06250, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 0.31641, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 0.31641, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 1.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.06250, 1.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 0.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 0.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 0.00391, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 0.00391, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 0.06250, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 0.06250, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 0.31641, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 0.31641, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 1.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 0.31641, 1.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 0.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 0.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 0.00391, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 0.00391, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 0.06250, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 0.06250, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 0.31641, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 0.31641, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 1.00000, 420, 0.000046
ANM, minimalPosBasisAngular, oriented, 5, default, -0.00300, 1.00000, 1.00000, 295, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 0.00000, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 0.00000, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 0.00391, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 0.00391, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 0.06250, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 0.06250, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 0.31641, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 0.31641, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 1.00000, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00000, 1.00000, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 0.00000, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 0.00000, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 0.00391, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 0.00391, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 0.06250, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 0.06250, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 0.31641, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 0.31641, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 1.00000, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.00391, 1.00000, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 0.00000, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 0.00000, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 0.00391, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 0.00391, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 0.06250, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 0.06250, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 0.31641, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 0.31641, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 1.00000, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.06250, 1.00000, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 0.00000, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 0.00000, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 0.00391, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 0.00391, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 0.06250, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 0.06250, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 0.31641, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 0.31641, 309, 0.000045
NM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 1.00000, 260, 0.000045
ANM, minimalPosBasisAngular, oriented, 5, default, 1.00300, 0.31641, 1.00000, 309, 0.000045
