Algorithm, method_start, restart, dimension, step, a, s1, s2, fes, fx
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 0.29478, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 0.38846, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 0.38846, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 0.50288, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 0.50288, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 0.64089, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 0.64089, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 0.80552, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 0.80552, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 1.00000, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.38846, 1.00000, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00000, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00000, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00001, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00001, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00012, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00012, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00062, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00062, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00196, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00196, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00480, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00480, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00994, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.00994, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.01842, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.01842, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.03143, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.03143, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.05034, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.05034, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.07673, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.07673, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.11235, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.11235, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.15911, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.15911, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.21916, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.21916, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.29478, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.29478, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.38846, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.38846, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.50288, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.50288, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.64089, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.64089, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.80552, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 0.80552, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 1.00000, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.50288, 1.00000, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00000, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00000, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00001, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00001, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00012, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00012, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00062, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00062, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00196, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00196, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00480, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00480, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00994, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.00994, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.01842, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.01842, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.03143, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.03143, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.05034, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.05034, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.07673, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.07673, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.11235, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.11235, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.15911, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.15911, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.21916, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.21916, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.29478, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.29478, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.38846, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.38846, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.50288, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.50288, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.64089, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.64089, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.80552, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 0.80552, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 1.00000, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.64089, 1.00000, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00000, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00000, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00001, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00001, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00012, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00012, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00062, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00062, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00196, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00196, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00480, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00480, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00994, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.00994, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.01842, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.01842, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.03143, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.03143, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.05034, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.05034, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.07673, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.07673, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.11235, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.11235, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.15911, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.15911, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.21916, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.21916, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.29478, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.29478, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.38846, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.38846, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.50288, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.50288, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.64089, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.64089, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.80552, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 0.80552, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 1.00000, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 0.80552, 1.00000, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00000, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00000, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00001, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00001, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00012, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00012, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00062, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00062, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00196, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00196, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00480, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00480, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00994, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.00994, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.01842, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.01842, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.03143, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.03143, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.05034, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.05034, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.07673, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.07673, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.11235, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.11235, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.15911, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.15911, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.21916, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.21916, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.29478, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.29478, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.38846, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.38846, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.50288, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.50288, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.64089, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.64089, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.80552, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 0.80552, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 1.00000, 11, 0.001027
ANM, minimalPosBasis, oriented, 20, default, -0.00300, 1.00000, 1.00000, 5, 0.000270
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00000, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00000, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00001, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00001, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00012, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00012, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00062, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00062, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00196, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00196, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00480, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00480, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00994, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.00994, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.01842, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.01842, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.03143, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.03143, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.05034, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.05034, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.07673, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.07673, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.11235, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.11235, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.15911, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.15911, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.21916, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.21916, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.29478, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.29478, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.38846, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.38846, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.50288, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.50288, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.64089, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.64089, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.80552, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 0.80552, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 1.00000, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00000, 1.00000, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00000, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00000, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00001, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00001, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00012, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00012, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00062, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00062, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00196, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00196, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00480, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00480, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00994, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.00994, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.01842, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.01842, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.03143, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.03143, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.05034, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.05034, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.07673, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.07673, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.11235, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.11235, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.15911, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.15911, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.21916, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.21916, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.29478, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.29478, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.38846, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.38846, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.50288, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.50288, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.64089, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.64089, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.80552, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 0.80552, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 1.00000, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00001, 1.00000, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00000, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00000, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00001, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00001, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00012, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00012, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00062, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00062, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00196, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00196, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00480, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00480, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00994, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.00994, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.01842, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.01842, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.03143, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.03143, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.05034, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.05034, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.07673, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.07673, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.11235, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.11235, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.15911, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.15911, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.21916, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.21916, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.29478, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.29478, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.38846, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.38846, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.50288, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.50288, 10, 0.000242
NM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.64089, 39, 0.000183
ANM, minimalPosBasis, oriented, 20, default, 1.00300, 0.00012, 0.64089, 10, 0.000242
